Temperature, Humidity, Air_Pressure, Light_Intensity, Toxic_Chemical_Level, TVOC_Level, eCO2_Level, H2_Level, Ethanol_Level
25.92, 26.96, 102.48, 673, 21, 14, 420, 14418, 20906
25.96, 26.31, 102.48, 673, 22, 12, 414, 14422, 20909
25.92, 26.91, 102.48, 673, 21, 8, 411, 14423, 20909
25.94, 26.52, 102.48, 673, 21, 10, 418, 14419, 20914
25.94, 26.85, 102.48, 674, 21, 9, 418, 14414, 20909
25.92, 26.86, 102.48, 674, 21, 3, 415, 14419, 20908
25.92, 26.92, 102.48, 674, 21, 8, 417, 14417, 20907
25.92, 26.47, 102.48, 674, 21, 4, 413, 14417, 20920
25.92, 26.71, 102.48, 674, 22, 3, 412, 14416, 20918
25.92, 26.54, 102.48, 674, 21, 3, 410, 14418, 20915
25.90, 26.97, 102.48, 673, 21, 2, 414, 14415, 20911
25.88, 26.53, 102.48, 673, 21, 5, 412, 14415, 20911
25.88, 26.94, 102.48, 673, 22, 8, 420, 14417, 20914
25.87, 26.36, 102.48, 673, 20, 7, 415, 14420, 20930
25.88, 26.71, 102.48, 673, 21, 1, 405, 14426, 20929
25.83, 26.29, 102.48, 673, 20, 0, 416, 14417, 20917
25.87, 27.02, 102.47, 674, 23, 7, 411, 14415, 20918
25.90, 26.46, 102.48, 674, 22, 5, 400, 14422, 20934
25.88, 26.83, 102.48, 674, 21, 0, 408, 14417, 20929
25.88, 26.18, 102.48, 674, 21, 6, 407, 14416, 20914
25.90, 26.58, 102.48, 673, 21, 2, 406, 14412, 20913
25.87, 26.69, 102.48, 673, 23, 17, 416, 14418, 20922
25.88, 26.84, 102.48, 673, 22, 12, 403, 14417, 20918
25.87, 26.58, 102.48, 673, 22, 7, 405, 14414, 20920
25.90, 26.65, 102.48, 674, 20, 7, 403, 14418, 20923
25.88, 26.18, 102.48, 674, 20, 0, 400, 14422, 20926
25.87, 26.69, 102.48, 674, 21, 7, 400, 14424, 20930
25.88, 26.56, 102.48, 674, 22, 0, 400, 14421, 20923
25.88, 26.48, 102.48, 674, 21, 6, 413, 14416, 20924
25.85, 26.61, 102.48, 674, 20, 7, 406, 14414, 20918
25.87, 26.73, 102.48, 673, 25, 0, 410, 14417, 20932
25.85, 26.12, 102.48, 673, 20, 7, 406, 14418, 20921
25.87, 26.46, 102.48, 673, 21, 13, 414, 14421, 20928
25.88, 26.23, 102.48, 673, 21, 2, 400, 14421, 20930
25.83, 26.71, 102.48, 674, 21, 9, 408, 14420, 20928
25.81, 26.38, 102.48, 674, 22, 5, 404, 14422, 20928
25.83, 26.46, 102.48, 674, 21, 7, 403, 14418, 20929
25.83, 26.31, 102.48, 674, 18, 10, 406, 14419, 20936
25.79, 26.53, 102.48, 674, 19, 10, 405, 14415, 20922
25.83, 26.28, 102.48, 674, 20, 8, 410, 14415, 20925
25.81, 26.35, 102.48, 674, 21, 3, 400, 14421, 20928
25.83, 26.18, 102.48, 674, 23, 5, 400, 14420, 20926
25.83, 26.56, 102.48, 674, 19, 7, 400, 14422, 20924
25.83, 26.10, 102.47, 674, 23, 8, 400, 14421, 20928
25.83, 26.58, 102.48, 675, 21, 4, 400, 14424, 20932
25.79, 26.02, 102.48, 675, 20, 9, 409, 14419, 20936
25.78, 26.41, 102.48, 675, 21, 6, 406, 14422, 20937
25.79, 26.03, 102.48, 675, 21, 5, 404, 14418, 20926
25.83, 26.45, 102.48, 675, 22, 7, 406, 14416, 20933
25.81, 26.24, 102.48, 675, 21, 4, 402, 14426, 20936
25.79, 26.45, 102.48, 675, 23, 0, 400, 14422, 20931
25.76, 26.34, 102.48, 675, 21, 6, 412, 14418, 20932
25.78, 26.35, 102.48, 674, 21, 6, 407, 14419, 20933
25.78, 26.21, 102.48, 674, 23, 6, 412, 14418, 20941
25.78, 26.12, 102.48, 674, 22, 7, 410, 14425, 20937
25.76, 26.22, 102.48, 674, 21, 8, 410, 14425, 20932
25.78, 26.45, 102.48, 675, 20, 3, 407, 14419, 20931
25.76, 25.87, 102.48, 675, 20, 3, 408, 14416, 20928
25.79, 26.65, 102.48, 675, 23, 1, 403, 14421, 20938
25.78, 25.91, 102.48, 675, 23, 3, 406, 14421, 20936
25.78, 26.32, 102.48, 674, 21, 0, 405, 14422, 20941
25.79, 25.86, 102.47, 674, 22, 2, 408, 14415, 20940
25.76, 26.54, 102.48, 674, 22, 6, 412, 14420, 20940
25.81, 25.87, 102.48, 674, 21, 7, 407, 14411, 20929
25.81, 26.10, 102.48, 674, 21, 9, 412, 14412, 20921
25.78, 26.12, 102.48, 674, 21, 3, 406, 14421, 20940
25.79, 26.24, 102.47, 674, 20, 5, 410, 14417, 20938
25.79, 25.90, 102.48, 674, 21, 2, 402, 14421, 20939
25.78, 26.43, 102.48, 674, 20, 4, 409, 14416, 20937
25.78, 25.83, 102.47, 674, 22, 2, 405, 14418, 20939
25.79, 26.45, 102.47, 674, 21, 0, 400, 14423, 20947
25.76, 25.98, 102.48, 674, 20, 0, 403, 14424, 20949
25.74, 26.25, 102.48, 674, 20, 6, 405, 14421, 20944
25.81, 25.70, 102.47, 674, 19, 10, 406, 14419, 20946
25.76, 26.33, 102.47, 674, 22, 8, 413, 14416, 20945
25.74, 26.00, 102.47, 674, 20, 5, 408, 14418, 20938
25.76, 26.31, 102.47, 674, 20, 10, 406, 14407, 20935
25.79, 26.09, 102.48, 674, 23, 17, 416, 14410, 20932
25.78, 26.17, 102.48, 674, 22, 15, 411, 14405, 20931
25.78, 25.92, 102.47, 674, 21, 12, 407, 14406, 20923
25.76, 26.32, 102.48, 674, 21, 9, 413, 14408, 20925
25.76, 26.09, 102.48, 674, 20, 18, 408, 14409, 20936
25.76, 26.23, 102.48, 674, 23, 10, 401, 14418, 20937
25.74, 25.67, 102.48, 674, 22, 5, 408, 14415, 20925
25.74, 26.30, 102.48, 674, 22, 12, 411, 14416, 20933
25.74, 26.12, 102.47, 674, 20, 6, 406, 14419, 20937
25.70, 26.10, 102.48, 674, 21, 4, 400, 14421, 20939
25.74, 25.97, 102.48, 674, 20, 10, 407, 14409, 20924
25.72, 26.09, 102.48, 674, 23, 3, 403, 14418, 20936
25.76, 25.57, 102.47, 674, 22, 9, 401, 14424, 20948
25.72, 26.04, 102.48, 674, 21, 2, 402, 14422, 20946
25.74, 25.68, 102.47, 674, 22, 7, 402, 14423, 20935
25.72, 26.05, 102.48, 674, 22, 6, 405, 14418, 20927
25.72, 25.70, 102.47, 674, 20, 4, 400, 14417, 20936
25.70, 26.29, 102.48, 674, 22, 5, 402, 14420, 20935
25.70, 25.88, 102.48, 674, 21, 7, 400, 14413, 20935
25.69, 26.27, 102.47, 674, 21, 6, 405, 14420, 20939
25.72, 26.00, 102.48, 674, 21, 3, 400, 14415, 20932
25.69, 25.92, 102.47, 674, 20, 3, 400, 14423, 20948
25.72, 25.80, 102.48, 674, 22, 3, 400, 14418, 20929
25.67, 26.04, 102.48, 674, 21, 5, 408, 14425, 20937
25.67, 25.91, 102.48, 674, 22, 10, 408, 14420, 20943
25.69, 26.02, 102.48, 674, 22, 8, 411, 14419, 20938
25.69, 25.78, 102.48, 674, 21, 5, 404, 14419, 20947
25.67, 26.13, 102.48, 674, 22, 5, 400, 14421, 20947
25.63, 25.86, 102.48, 674, 21, 3, 408, 14418, 20945
25.70, 26.32, 102.48, 675, 22, 6, 406, 14418, 20938
25.69, 25.78, 102.48, 675, 22, 0, 403, 14413, 20941
25.70, 26.02, 102.47, 676, 23, 5, 408, 14422, 20936
25.70, 25.86, 102.48, 676, 23, 7, 405, 14418, 20946
25.70, 26.09, 102.47, 677, 23, 6, 411, 14420, 20936
25.65, 25.51, 102.47, 677, 21, 6, 416, 14419, 20938
25.70, 25.89, 102.48, 676, 22, 6, 407, 14415, 20936
25.67, 25.67, 102.48, 676, 22, 6, 404, 14422, 20943
25.67, 25.86, 102.48, 676, 20, 8, 401, 14420, 20935
25.65, 25.65, 102.48, 676, 23, 2, 401, 14418, 20940
25.65, 25.96, 102.48, 675, 22, 4, 408, 14418, 20944
25.65, 25.88, 102.48, 675, 20, 5, 403, 14416, 20941
25.69, 26.09, 102.48, 675, 22, 7, 404, 14417, 20940
25.65, 25.62, 102.48, 675, 22, 5, 405, 14421, 20938
25.65, 26.11, 102.48, 674, 21, 1, 402, 14421, 20941
25.60, 25.46, 102.48, 674, 22, 8, 412, 14414, 20940
25.65, 25.93, 102.47, 674, 21, 4, 402, 14417, 20938
25.63, 25.68, 102.48, 674, 22, 6, 408, 14410, 20931
25.63, 25.84, 102.48, 674, 21, 10, 403, 14409, 20933
25.67, 25.38, 102.48, 674, 21, 7, 401, 14417, 20934
25.60, 25.81, 102.48, 674, 21, 14, 414, 14413, 20934
25.60, 25.69, 102.48, 674, 22, 11, 413, 14414, 20933
25.63, 26.11, 102.48, 674, 21, 4, 404, 14418, 20939
25.60, 25.77, 102.48, 674, 23, 7, 403, 14418, 20937
25.63, 25.86, 102.48, 674, 22, 3, 407, 14417, 20939
25.63, 25.44, 102.48, 674, 19, 7, 407, 14413, 20937
25.61, 25.83, 102.48, 674, 21, 0, 400, 14419, 20949
25.63, 25.47, 102.48, 674, 22, 7, 409, 14420, 20940
25.61, 25.85, 102.48, 674, 20, 3, 400, 14425, 20938
25.60, 25.84, 102.48, 674, 22, 4, 406, 14416, 20938
25.63, 25.83, 102.48, 674, 22, 7, 410, 14420, 20944
25.63, 25.43, 102.48, 674, 20, 4, 402, 14416, 20944
25.60, 25.87, 102.48, 674, 21, 6, 404, 14420, 20941
25.58, 25.56, 102.48, 674, 22, 0, 402, 14420, 20939
25.60, 26.00, 102.48, 674, 22, 4, 400, 14417, 20949
25.60, 25.69, 102.48, 674, 20, 5, 403, 14423, 20945
25.60, 26.03, 102.48, 674, 22, 5, 408, 14419, 20942
25.58, 25.69, 102.48, 674, 21, 0, 401, 14419, 20954
25.58, 25.87, 102.48, 674, 22, 4, 405, 14420, 20945
25.60, 25.63, 102.48, 674, 21, 3, 400, 14422, 20955
25.60, 25.72, 102.48, 674, 21, 2, 405, 14421, 20944
25.54, 25.36, 102.48, 674, 22, 9, 411, 14416, 20941
25.56, 25.91, 102.48, 674, 21, 4, 414, 14420, 20946
25.56, 25.42, 102.48, 674, 21, 4, 414, 14415, 20946
25.58, 25.94, 102.48, 674, 22, 0, 409, 14413, 20939
25.56, 25.67, 102.48, 674, 21, 4, 415, 14421, 20948
25.52, 25.79, 102.48, 674, 21, 4, 409, 14415, 20941
25.56, 25.29, 102.48, 674, 22, 4, 413, 14419, 20945
25.58, 25.86, 102.48, 674, 21, 3, 411, 14422, 20950
25.56, 25.78, 102.48, 674, 22, 6, 407, 14421, 20939
25.52, 25.64, 102.48, 674, 19, 4, 407, 14421, 20947
25.58, 25.56, 102.48, 674, 19, 8, 416, 14416, 20936
25.61, 25.91, 102.48, 674, 21, 3, 407, 14420, 20944
25.60, 25.62, 102.48, 674, 22, 0, 407, 14425, 20941
25.60, 25.85, 102.48, 674, 22, 5, 405, 14417, 20946
25.56, 25.44, 102.48, 674, 23, 1, 401, 14418, 20950
25.56, 25.87, 102.48, 674, 22, 4, 401, 14410, 20940
25.56, 25.25, 102.48, 674, 18, 11, 404, 14414, 20928
25.56, 25.70, 102.48, 674, 21, 11, 402, 14414, 20940
25.56, 25.43, 102.48, 674, 22, 11, 403, 14412, 20932
25.58, 25.90, 102.48, 675, 20, 3, 400, 14414, 20933
25.58, 25.10, 102.48, 675, 23, 7, 403, 14417, 20941
25.58, 25.70, 102.48, 675, 22, 3, 401, 14418, 20941
25.58, 25.55, 102.48, 675, 23, 10, 401, 14414, 20939
25.58, 25.68, 102.48, 674, 22, 4, 400, 14424, 20946
25.60, 25.20, 102.48, 674, 8, 4, 406, 14416, 20943
25.58, 25.86, 102.48, 674, 22, 1, 409, 14420, 20951
25.58, 25.58, 102.48, 674, 21, 3, 406, 14418, 20949
25.58, 25.60, 102.48, 674, 22, 5, 403, 14420, 20950
25.60, 25.28, 102.48, 674, 21, 6, 409, 14414, 20940
25.56, 25.71, 102.48, 674, 21, 4, 403, 14416, 20945
25.58, 25.37, 102.48, 674, 20, 5, 404, 14424, 20949
25.58, 25.69, 102.48, 674, 21, 0, 406, 14418, 20950
25.58, 25.27, 102.48, 674, 22, 5, 400, 14421, 20940
25.54, 25.79, 102.48, 674, 22, 4, 400, 14417, 20940
25.58, 25.40, 102.48, 674, 22, 9, 410, 14418, 20942
25.56, 25.73, 102.48, 673, 22, 10, 400, 14422, 20944
25.58, 25.24, 102.48, 673, 23, 9, 404, 14422, 20947
25.60, 25.82, 102.47, 673, 22, 3, 400, 14426, 20953
25.61, 25.30, 102.48, 673, 24, 4, 403, 14425, 20946
25.60, 25.74, 102.48, 673, 21, 0, 400, 14422, 20946
25.56, 25.28, 102.48, 673, 22, 1, 413, 14425, 20953
25.58, 25.72, 102.47, 672, 22, 0, 407, 14423, 20952
25.56, 25.37, 102.48, 672, 21, 7, 408, 14422, 20946
25.56, 25.50, 102.48, 672, 22, 5, 412, 14421, 20947
25.54, 25.25, 102.47, 672, 21, 4, 408, 14423, 20953
25.54, 25.71, 102.48, 672, 21, 8, 413, 14424, 20953
25.56, 25.59, 102.48, 672, 22, 5, 413, 14418, 20949
25.52, 25.62, 102.48, 641, 22, 5, 410, 14421, 20948
25.56, 25.56, 102.48, 641, 21, 8, 410, 14421, 20954
25.51, 25.85, 102.48, 647, 20, 6, 406, 14423, 20952
25.54, 25.15, 102.48, 647, 22, 0, 410, 14424, 20961
25.52, 25.60, 102.48, 650, 22, 10, 417, 14421, 20950
25.51, 25.46, 102.48, 650, 20, 4, 419, 14419, 20949
25.49, 25.65, 102.48, 651, 22, 8, 415, 14418, 20951
25.52, 25.31, 102.48, 651, 22, 6, 411, 14422, 20953
25.51, 25.69, 102.48, 650, 21, 6, 405, 14418, 20949
25.51, 25.61, 102.48, 650, 22, 7, 413, 14412, 20945
25.49, 25.45, 102.48, 650, 22, 11, 420, 14412, 20942
25.49, 25.44, 102.48, 650, 20, 10, 415, 14415, 20941
25.45, 25.67, 102.48, 650, 22, 10, 418, 14413, 20941
25.47, 25.46, 102.48, 650, 21, 13, 409, 14417, 20944
25.49, 25.49, 102.48, 651, 22, 9, 408, 14414, 20935
25.45, 25.51, 102.48, 651, 22, 8, 417, 14415, 20938
25.45, 25.67, 102.48, 647, 21, 4, 400, 14418, 20942
25.49, 25.47, 102.48, 647, 22, 12, 409, 14417, 20951
25.49, 25.74, 102.48, 621, 23, 8, 404, 14405, 20941
25.47, 25.23, 102.48, 621, 23, 7, 413, 14413, 20950
25.51, 25.60, 102.48, 630, 22, 5, 416, 14410, 20943
25.51, 25.43, 102.49, 630, 22, 10, 413, 14407, 20952
25.52, 25.70, 102.48, 641, 22, 16, 417, 14414, 20934
25.45, 25.26, 102.48, 641, 21, 7, 416, 14407, 20940
25.47, 25.61, 102.48, 642, 21, 8, 412, 14407, 20941
25.47, 25.25, 102.48, 642, 19, 12, 414, 14405, 20936
25.49, 25.75, 102.48, 632, 22, 13, 413, 14407, 20946
25.51, 25.20, 102.48, 632, 22, 14, 416, 14405, 20935
25.49, 25.65, 102.48, 603, 21, 12, 415, 14405, 20935
25.47, 25.01, 102.48, 603, 23, 9, 414, 14408, 20933
25.47, 25.67, 102.48, 640, 22, 12, 416, 14417, 20942
25.51, 25.60, 102.48, 640, 24, 8, 405, 14409, 20937
25.47, 25.39, 102.48, 660, 21, 11, 407, 14411, 20931
25.45, 25.39, 102.48, 660, 21, 8, 402, 14409, 20942
25.47, 25.72, 102.48, 659, 22, 10, 400, 14415, 20952
25.45, 25.42, 102.48, 659, 22, 3, 400, 14415, 20949
25.43, 25.54, 102.48, 657, 22, 9, 408, 14410, 20943
25.45, 25.71, 102.48, 657, 21, 10, 412, 14411, 20946
25.47, 25.60, 102.48, 656, 23, 6, 411, 14412, 20945
25.47, 25.49, 102.48, 656, 22, 4, 403, 14407, 20941
25.47, 25.57, 102.47, 656, 21, 9, 409, 14409, 20942
25.42, 25.28, 102.47, 656, 21, 12, 422, 14402, 20931
25.42, 25.73, 102.48, 655, 22, 11, 419, 14407, 20936
25.47, 25.40, 102.48, 655, 22, 12, 415, 14408, 20931
25.42, 25.92, 102.48, 655, 20, 14, 417, 14405, 20931
25.42, 25.22, 102.48, 655, 22, 14, 411, 14408, 20934
25.43, 25.70, 102.48, 653, 22, 15, 412, 14410, 20942
25.43, 25.67, 102.48, 653, 21, 8, 414, 14403, 20939
25.43, 25.52, 102.48, 653, 25, 13, 422, 14396, 20924
25.42, 25.67, 102.48, 653, 21, 17, 418, 14401, 20924
25.45, 25.75, 102.48, 647, 21, 14, 420, 14402, 20931
25.47, 25.42, 102.48, 647, 21, 9, 412, 14400, 20931
25.43, 25.67, 102.47, 644, 22, 13, 422, 14403, 20934
25.45, 25.65, 102.48, 644, 18, 10, 414, 14398, 20932
25.43, 25.58, 102.48, 643, 22, 9, 414, 14399, 20937
25.45, 25.47, 102.48, 643, 23, 6, 414, 14398, 20944
25.43, 25.81, 102.48, 642, 21, 7, 411, 14407, 20951
25.47, 25.34, 102.48, 642, 22, 6, 416, 14398, 20948
25.49, 25.90, 102.48, 640, 22, 6, 417, 14398, 20943
25.45, 25.53, 102.48, 640, 21, 7, 419, 14398, 20940
25.49, 25.90, 102.47, 650, 21, 8, 419, 14397, 20936
25.45, 25.69, 102.48, 650, 21, 7, 421, 14398, 20937
25.47, 25.93, 102.48, 640, 22, 9, 413, 14398, 20932
25.43, 25.45, 102.48, 640, 23, 6, 415, 14404, 20936
25.45, 26.19, 102.48, 636, 20, 11, 419, 14391, 20934
25.43, 25.45, 102.48, 636, 22, 15, 414, 14394, 20936
25.47, 26.08, 102.48, 641, 22, 5, 415, 14396, 20932
25.47, 25.73, 102.48, 641, 20, 9, 417, 14396, 20937
25.47, 26.14, 102.48, 645, 21, 5, 416, 14395, 20942
25.47, 25.87, 102.48, 645, 22, 19, 419, 14398, 20944
25.47, 26.14, 102.48, 649, 21, 8, 414, 14395, 20933
25.49, 25.80, 102.48, 649, 24, 11, 413, 14393, 20935
25.45, 26.07, 102.48, 649, 23, 10, 410, 14396, 20936
25.47, 26.25, 102.48, 649, 21, 5, 415, 14404, 20938
25.45, 26.30, 102.48, 649, 23, 6, 421, 14394, 20936
25.45, 26.26, 102.48, 649, 19, 11, 423, 14392, 20926
25.42, 26.27, 102.48, 648, 22, 12, 413, 14392, 20934
25.47, 25.93, 102.48, 648, 19, 11, 412, 14392, 20937
25.42, 26.53, 102.48, 648, 20, 13, 411, 14390, 20934
25.43, 26.18, 102.48, 648, 22, 14, 406, 14394, 20934
25.43, 26.44, 102.48, 650, 20, 12, 415, 14394, 20937
25.43, 26.18, 102.48, 650, 23, 14, 418, 14389, 20934
25.45, 26.47, 102.48, 652, 20, 18, 414, 14387, 20925
25.45, 26.31, 102.48, 652, 23, 10, 410, 14392, 20928
25.45, 26.42, 102.47, 652, 21, 11, 409, 14392, 20924
25.45, 26.48, 102.48, 652, 22, 17, 408, 14393, 20923
25.45, 26.64, 102.48, 651, 22, 20, 410, 14391, 20926
25.43, 26.24, 102.48, 651, 23, 16, 407, 14393, 20928
25.42, 26.37, 102.48, 651, 21, 12, 409, 14391, 20929
25.43, 26.17, 102.48, 651, 21, 8, 401, 14391, 20932
25.42, 26.50, 102.48, 651, 21, 15, 409, 14393, 20925
25.45, 26.45, 102.48, 651, 22, 12, 409, 14395, 20936
25.43, 26.53, 102.48, 650, 22, 10, 406, 14393, 20936
25.38, 26.29, 102.48, 650, 21, 12, 406, 14394, 20926
25.42, 26.65, 102.48, 649, 21, 10, 400, 14400, 20925
25.38, 26.15, 102.48, 649, 20, 7, 402, 14395, 20936
25.38, 26.51, 102.48, 649, 22, 12, 409, 14398, 20930
25.34, 26.61, 102.48, 649, 21, 8, 408, 14396, 20930
25.43, 26.44, 102.47, 650, 21, 14, 408, 14388, 20933
25.38, 26.46, 102.47, 650, 21, 10, 410, 14387, 20931
25.42, 26.31, 102.48, 647, 23, 8, 400, 14388, 20931
25.36, 26.22, 102.48, 647, 21, 18, 403, 14392, 20924
25.40, 26.67, 102.47, 647, 21, 10, 405, 14389, 20928
25.40, 26.28, 102.48, 647, 22, 12, 400, 14390, 20934
25.36, 26.50, 102.48, 648, 21, 12, 405, 14393, 20935
25.38, 26.33, 102.47, 648, 21, 11, 404, 14393, 20925
25.36, 26.56, 102.48, 649, 22, 17, 408, 14389, 20926
25.34, 26.20, 102.48, 649, 22, 11, 405, 14391, 20923
25.34, 26.35, 102.47, 649, 21, 14, 409, 14394, 20929
25.34, 26.54, 102.47, 649, 21, 18, 404, 14389, 20923
25.36, 26.39, 102.47, 646, 21, 15, 404, 14391, 20924
25.36, 26.37, 102.47, 646, 22, 12, 404, 14390, 20927
25.40, 26.25, 102.48, 645, 20, 15, 410, 14386, 20921
25.36, 26.32, 102.48, 645, 22, 10, 402, 14393, 20929
25.38, 26.55, 102.48, 647, 21, 9, 401, 14389, 20924
25.40, 26.03, 102.47, 647, 19, 11, 400, 14392, 20928
25.38, 26.59, 102.47, 648, 21, 10, 402, 14392, 20924
25.38, 26.20, 102.47, 648, 21, 17, 403, 14391, 20918
25.33, 26.42, 102.47, 649, 19, 12, 400, 14398, 20934
25.38, 26.10, 102.48, 649, 22, 7, 401, 14402, 20931
25.34, 26.41, 102.48, 649, 23, 10, 400, 14400, 20933
25.36, 26.17, 102.47, 649, 21, 6, 402, 14394, 20938
25.36, 26.47, 102.48, 650, 21, 8, 409, 14397, 20930
25.36, 26.38, 102.48, 650, 22, 4, 406, 14398, 20929
25.36, 26.51, 102.48, 651, 20, 11, 410, 14398, 20929
25.34, 26.13, 102.47, 651, 21, 6, 402, 14394, 20930
25.36, 26.28, 102.48, 649, 21, 11, 410, 14390, 20933
25.34, 26.19, 102.48, 649, 21, 12, 403, 14397, 20926
25.36, 26.33, 102.48, 647, 22, 11, 411, 14396, 20920
25.31, 26.03, 102.48, 647, 21, 14, 400, 14396, 20933
25.33, 26.59, 102.47, 649, 22, 12, 400, 14397, 20935
25.33, 26.07, 102.47, 649, 22, 13, 411, 14393, 20920
25.34, 26.52, 102.48, 651, 22, 12, 410, 14393, 20926
25.36, 25.93, 102.47, 651, 22, 14, 413, 14393, 20920
25.34, 26.29, 102.47, 650, 22, 15, 410, 14390, 20922
25.34, 26.20, 102.47, 650, 22, 11, 404, 14394, 20928
25.34, 26.61, 102.47, 650, 22, 11, 400, 14394, 20935
25.36, 26.30, 102.47, 650, 21, 11, 409, 14394, 20929
25.36, 26.37, 102.47, 649, 21, 13, 404, 14393, 20929
25.34, 26.10, 102.48, 649, 22, 12, 400, 14397, 20936
25.36, 26.65, 102.47, 650, 21, 15, 419, 14394, 20925
25.33, 26.37, 102.47, 650, 23, 11, 423, 14391, 20918
25.34, 26.54, 102.47, 627, 18, 15, 417, 14390, 20921
25.33, 25.98, 102.47, 627, 22, 18, 410, 14396, 20921
25.36, 26.48, 102.48, 672, 22, 14, 412, 14401, 20925
25.33, 26.34, 102.47, 672, 21, 16, 411, 14399, 20924
25.33, 26.39, 102.47, 673, 23, 16, 410, 14393, 20917
25.33, 25.81, 102.48, 673, 21, 12, 406, 14394, 20917
25.34, 26.24, 102.47, 673, 22, 16, 408, 14400, 20924
25.36, 26.11, 102.48, 673, 21, 16, 407, 14397, 20924
25.38, 26.26, 102.47, 658, 26, 18, 408, 14397, 20924
25.34, 26.04, 102.47, 658, 21, 14, 408, 14402, 20925
25.36, 26.56, 102.47, 650, 21, 17, 415, 14396, 20923
25.36, 26.44, 102.48, 650, 19, 10, 405, 14393, 20929
25.33, 26.59, 102.48, 645, 21, 9, 404, 14397, 20929
25.34, 26.39, 102.48, 645, 22, 10, 401, 14398, 20927
25.33, 26.66, 102.48, 645, 20, 11, 417, 14394, 20923
25.36, 26.42, 102.48, 645, 20, 7, 401, 14399, 20922
25.34, 26.54, 102.48, 642, 22, 12, 409, 14395, 20926
25.34, 26.48, 102.48, 642, 22, 13, 409, 14391, 20919
